"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 07 08:55:16 GMT 2023","Mon Aug 07 08:55:16 GMT 2023","149","","pytest","","src.tests.test_all.TestOne","","test_two",""
"failed","Mon Aug 07 08:55:16 GMT 2023","Mon Aug 07 08:55:16 GMT 2023","164","","pytest","","src.tests.test_all.TestOne","","test_one",""
