"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Aug 07 09:06:08 GMT 2023","Mon Aug 07 09:06:08 GMT 2023","120","","pytest","","src.tests.test_all.TestOne","","test_one",""
"passed","Mon Aug 07 09:06:08 GMT 2023","Mon Aug 07 09:06:08 GMT 2023","108","","pytest","","src.tests.test_all.TestOne","","test_two",""
