"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 07 09:25:03 GMT 2023","Mon Aug 07 09:25:04 GMT 2023","159","","pytest","","src.tests.test_all.TestOne","","test_two",""
"passed","Mon Aug 07 09:25:03 GMT 2023","Mon Aug 07 09:25:04 GMT 2023","181","","pytest","","src.tests.test_all.TestOne","","test_one",""
